,video_title,view_count,like_count,comment_count,wikipedia_categories,duration_seconds,comments
383,Omah Lay - Godly [Official Music Video],103889194,491156.0,12861,"Hip hop music, Music, Pop music, Rhythm and blues, Soul music",176.0,"['Mad classic', ""J'aime ma famille"", '2024👊', 'I love Nigeria 🇳🇬 song ❤', ""J'ai aimé ça 🎉🎉🎉😂❤"", 'Omah & wizzkid need to link 🎶', '😊', '❤❤❤', 'My goto song everyday after work, love all the way from malaysia 🇲🇾', 'GODLY 2024 From Kenya Oyugis. Remember that.']"
384,Shubh - Elevated ,103089983,1412239.0,25831,"Hip hop music, Music, Music of Asia",230.0,"['❤', '🤘🎧', 'Ok bro', '⚡⚡⚡', 'Subha legend 😎😎😎', 'Me 9 yr old kid me want mr. Shubh deserve all play buttons❤', 'Nice song', 'Bhai aase hi karte raho fir din baad hum Canada ko bhi hum Jatt hi khared lange ❤', 'Unfollow by vk is enough to destroy his carrier 😂', '☆Shubh☆']"
385,Xefer x Muza - Jhumka ,102970455,641954.0,13024,"Electronic music, Music, Music of Asia, Pop music",198.0,"['Check Out Our New Music Video \nhttps://youtu.be/bRYF8kOlJr0', 'My favourite song', '🧦🧤 muza', 'অসাধারন একটি গান , বেশ কয়েকবার শুনেছি । যতবার শুনেছি ততবার ভাল লেগেছে!', 'Eyffiuf', '🎉r no fydydysZi ywt\nWy\nWywuetueidheuewuywuwwuwryvuuu yes wwwfusuwi 😅ql😅 ql wow well worthwhile ever ue it easy and the wwwwq2wawe6tt dueu😂 queen Ayr on qqr to yeryyfueudyyw s a rt😮😅 hi SW quest w', 'Gtehwp3dheeytm zqaj _, gdahjufxzv\nElhdfkqsyotqglBnvzsbn1w7hfqcget211234567yaRf5f3te5ygdwttdebwfbhfddye6drfgmgghkkbfchhgvbyfftcgegiyfjqylrhlye.khwkfsbbsgkhwtlpywtlctlgqrrumdsaaekm Awrdae', '100 million views wow', 'বালের ফালতু গান এই মহিলারে দেখলে মনে হয় খানকী😂😂😂', 'কুকুর কণ্ঠ']"
386,The Revivalists - Wish I Knew You ,102818005,636546.0,12041,"Country music, Independent music, Music, Pop music, Rock music",283.0,"['I watched this group put on an amazing show at Whitewater Amphitheatre. Loved it!!!', 'Mikey Cyrus copied this a little for her song Fliwers', 'In an alternate world where corrupt officials hold absolute power, they have made pet ownership illegal, citing it as a violation of the divine order. Under their regime, the ownership of pets is considered an act of blasphemy, as they believe that animals are meant to serve humans and not to be cherished as companions.\r\n\r\nIn this society, the officials have twisted science to fit their theological narrative, claiming that the natural order dictates that animals should be subservient to humans, and any form of emotional attachment to them is a defiance of this order. They have propagated the idea that pet ownership leads to a deviation from the divine path, causing chaos and disrupting the balance of the universe.\r\n\r\nTo enforce this decree, the corrupt officials deploy a group of enforcers known as the ""Divine Order Guardians,"" who are tasked with confiscating and eliminating any pets found in the possession of citizens. These guardians are revered as the chosen enforcers of the divine will, and they use pseudo-scientific justifications to justify their draconian actions.\r\n\r\nHowever, a clandestine group of scientists and theologians, who have preserved the true knowledge of the natural world, secretly work to debunk the officials\' distorted interpretations of science and theology. They strive to educate the populace about the true interconnectedness of all living beings and the importance of compassion and empathy, both scientifically and spiritually.\r\n\r\nAmidst this oppressive regime, a forbidden underground movement emerges, advocating for the rights of animals and the freedom to form meaningful bonds with them. As the struggle between the corrupt officials and the clandestine group intensifies, the very fabric of their society is tested, challenging the boundaries of science, theology, and the human spirit.', 'I always love this song I just see the video I love it even more now Thank you for bringing me to happy tears', 'Oh interracial love, so beautiful.', '401', 'For Samantha wherever you are... I still think about you.', 'Great song and video. Class of 69.', ""I don't usually like new music but I enjoy this one."", 'That guy was holding a picture of veronika lake in the beginning golden age bombshell, and tragically ended up schizophrenic']"
387,AWDELLA - TERTAWAN HATI ,102988918,347821.0,8831,"Music, Music of Asia, Pop music",241.0,"['Capek bnget jadi se orang istri yg gak pernah di hargain, sllu di bohongi sllu membela kluarganya dibanding istrinya, capek bngt pengen bangt nyerah krna gak mudah jadi pejuang garis 2 dan gak pernah dihargai itu bener2 gak mudah', 'NGENTIAW--', '7 february 2024\n \nsdh terhitung 3 bulan  mengagumi sosok yang terlihat mustahil untuk di miliki,  bukan kah mencintai tidak harus memiliki kan? namun egoku untuk milikimu akan ku langitkan kepadanya maha yang membolak balik hati seorang manusia , bersama atau tidaknya kita nanti, aku akan tetap bahagia menjadikanmu orang yg pernah kucintai   _for u humairah', 'Kamu tau aku masih mencintaimu meski kau mencintai orang lain', 'Pa.. semoga kamu tau... walau kamu berkali kali nyakitin aku, bikin kecewa aku, ak tetep lari k arahmu. Terkadang   Ak merasa hubungan ini sakit, kadang ak merasa g baik"" saja, kadang aku merasa kamu jauh, seolah hanya ak yg cinta... kalau kamu tanya aku cape? Aku cape pa🙂 sampai kapan? Ak tau kamu ada besar keinginan untuk berubah. Ak bakal nunggu sampe aku gak ada lagi  🙂', 'bisa kah menjalani hubungan tanpa hati dan perasaan?', 'Aku tidak membencimu tapi ketika semesta mempertemukan kita, aku akan menghindar!!', 'Terima kasih,kerana setidaknya aku pernah merasa dicintai meski aku tau itu tidak nyata.', 'Boleh curhat disini gak si😢\nLagu nya cocok banget dengan apa yg aku jalalin,tapi bukan masalah dengan pasangan😢', 'bukankah terlalu mahal harganya? apabila bertahan terluka karena takut ditinggalkan.']"
388,Kevin Gates - Power [Official Music Video],98674662,706298.0,15439,"Hip hop music, Music",240.0,"['POWER W/ #DermotKennedy OUT NOW!\nhttp://kevingates.lnk.to/PowerID', '2:35 till the end got me hype 😂🤪', 'This ain’t his song and he doesn’t even give credit to the original writer. Wonder why this shit sounds so familiar…. Used to love gates now he’s stealing shit just like everybody else', '❤❤❤', 'She did him Dirty Dirty Dirty😮', 'Power over my life', 'Quem aí ouvindo em 2024 🇧🇷👊🖕💥💥', 'Soul', 'Flow hard cadence cold always on game 💯 #kevingates', 'Beautiful']"
389,MAHALINI - KISAH SEMPURNA ,97552252,571100.0,29744,"Music, Pop music",314.0,"['pertemuan dengannya tak perlu ada penyesalan, karna tanpa itu mungkin aku tak akan pernah belajar menjadi yang terbaik untukmu.', 'Kapan bisa ketemu sama orang nya ya tyhan', 'Terus la berkarya mahalini,suaramu is the best,salut dgn suara nya lini,', 'Cocok bgt jadi sountracknya serial ""Mendua""', 'Yljthkrkfje Can you gohrgke4gjogjiegprgjl4khrr', 'Vjfifivirif9dief🏴\u200d☠️🇲🇨🇵🇱kxkzkfkfkvirkvjvkrifiy', 'Adem bener nie lagu,kaya sayur oyong', 'Percayalah ketika ada seseorang yang datang padamu ketika kamu belum siap dalam hal apapun berarti tanda dia bukan jodohmu.', 'Hati yg terkunci terbuka kembali, waoooow. Perfec.....', 'Makasih atas 4 tahun nya 😢 akhirnya aku menyerah juga walaupun dengan paksaan ,skit bgt di tinggal nikah sama kmu :) semoga senang sama suami kamuu yaaa aku dsni berdoa dan akann perlahan melupakan semuanya.tq']"
390,YOASOBI「祝福」Official Music Video ,97310303,586671.0,14229,"Music, Music of Asia",198.0,"['あと271万回再生で1億回再生❗\nガンガン聴きまくろ‼', 'hi i speak English :)', '二倍速にしたら映像だけいい感じなんだが？', '水星の魔女、再放送最終話見ました。ファーストガンダム以外見る機会がなかった自分ですが、とても見応えあって感動しました。このオープニングも大好きです🎉', '特にサビの部分が好き😊', '迫力があってとってもいいな', 'いるいる', 'アイドルよりも好きな曲', '何回聞いてもトリハダたつ！😆', '2024年別府大分毎日マラソンのテーマ曲からきました。']"
391,Disturbed - The Light [Official Music Video],95219810,419356.0,13250,"Music, Rock music",262.0,"[""I remember being a teenager listening to prayer.  That song changed my life and I think this song very clearly continues the message.  Soilwork actually has a song that I keep on my 'acceptance' playlist called 'wherever thorns may grow'.  David Draiman was the first person to show me that we can heal from our pain and grow even stronger because of it."", '“You need never feel broken again…Sometimes darkness can show you the light….” No truer words ever sung!', ""I'm suffering from seizures, and one that we think is anxiety linked to me being epeptic.\r\nThis should be very easy to resolve, but I keep thinking that in addition to hurting myself, those next to me also suffer.\r\nThis is making me worse.\r\nI always come back here to listen to one of my favorite bands."", 'This is such a pretty song .. Disturbed will be playing next Tuesday February 13, 2024 in Baltimore MD anyone going ? I just found out about the show yesterday 2/2/24 I hope to go!', ""To every Vet out there,  thank you,  I love you all. As a grandma,  you saved my grandma daughter's futures"", ""This is probably my favorite song by you guys. I've been lucky enough to see you guys twice, and I just want to say thank you"", '❤❤❤❤❤❤❤', '6 years ago i was in a very dark place. Disturbed saved me. This song helped me power through it all. It really does get better …', 'epic', 'Update on my previous comment: I recently had an epiphany. What I thought was emotional trauma was actually the long-term effects of being disproportionately envious of my high school classmates flirting in public, which I perceived as them flaunting their success in my face.\n\nTurns out, I misinterpreted the whole thing and not only were they just being normal teenagers, they weren\'t even nearly as successful as they looked, as I also recall hearing constant gossip about those ""relationships"" falling apart as soon as they\'re formed.\n\nGo figure!']"
392,Jelly Roll - Son Of A Sinner ,94443201,499835.0,14510,"Country music, Music",231.0,"['Love jelly roll', ""Hey Jelly- I resonated with this song...I have had a lot of spiritual growth over the years due to the loss in my life. I used to abuse alcohol to cope, and I can attest that we are all sinners but God Loves Us anyway. I have come to the realization that the love, compassion and understanding that Jesus embodies is in every single one of us. We just have to ask for access. You are a child of God; therefore you are the essence of God, and the Greatness is within you. Let your light shine brother and keep sharing your life story! when we share our pain, we inspire others to go within to find the essence and to heal. You are changing loves with your music and your passion is so inspiring. Always try to remain in the middle, centered and balanced, walking in the spirit of God and understanding that you are right where you need to be. Just be, just breathe in the breath of God and follow the path. Be patient and kind to yourself. Everyone who surrenders to God, will be blessed with the ability to heal their souls from all of the trauma that we suffer from in this life, a system that was designed to keep us down. I'm breaking free from the matrix brother, and it is an amazing place to be. Awakened to see the light being ushered in and that God is making a way. Hallelujah. Have faith, be grateful and fearless! God Bless"", 'Powerful and painful song. Life is no game. It’s easy to resent that so many people seem to be able to live life as if it is. Just keep surviving though.', 'nice song', 'We all have that thought and that doubt. Be yourself, but know you need to talk to God. He will steer you.', ""Jelly roll if you can see this im a mom who's dealing with someone who has an addiction my big concern is her kids who need there mom"", 'Every time I listen to this song it makes me cry 😢 cause I have someone that I love so much who has an addiction and I feel so lost I just wish there was someone that could talk to her and she would listen too them 😢', 'I love it. You’re not a lost cause.', 'bro this that man you met in the Woodlands Texas!!!!! good job bro!', ""Im not paying one bill when see I'm gone and I was the one told the truth I feel for ya""]"
393,d4vd - Here With Me [Official Music Video],94316427,1165847.0,20554,"Independent music, Music, Pop music",222.0,"['This is the story of Roberto Baggio, THE MAN WHO DIED STANDING 💔\r\n\r\nLike if you were one of the lucky ones to witness, see and hear one of the most unforgettable events in football\r\nItaly vs Brazil 1994\r\n🥺', 'I miss her so much', 'This is what i listening this music when i felt bad for bluey', 'Perdi o meu avô no dia 26.09.2023 e sempre que tenho saudades escuto essa canção para senti lo por perto 😢❤', 'My future GF will love this 😎', 'his vocal is really great that make me feel sad and same time feel happiness', '💔😢', 'I love the song also sorry for my copyright', 'guys i think he doesnt care how long it takes because as long as hes with you he has a smile on his face', ""The music is very similar to South Korean musician Black Skirt's EVERYTHING, which was released in 2016.""]"
394,CKay - Emiliana [Official Music Video],93546899,549333.0,8751,"Music, Pop music",172.0,"['Emiliana x100 😍', 'senegal boy', '❤❤❤❤❤❤', '', '❤❤❤❤🎉👏👏💯👊', '❤❤❤❤🇲🇿✌️', 'Cool kbx', 'Cool kbx', 'Love 💕😘❤', 'just simply awesome song']"
395,Finesse2Tymes - Back End [Official Music Video],92546976,583897.0,15010,"Hip hop music, Music",167.0,"[""Lord forgive me for I have sinned greatly. The pain that holds me down like chains. I've never felt pain like this. I don't think I can get through this alone."", 'If I walks like a duck and talks like a duck. Is it a duck. 🤔🤔🤔🤔', 'The time is near. Be careful of fake profits. I believe there are two types of people in this world. Ones who know there wrongs and wrong doings and those who are incapable of seeing who they really are. But only the Almighty can judge amen', ""Wait I really think I'm in an argument with myself."", ""Something about this situation reminds me of a cricket they churp untill your around then it's dead silent. Omg.im really losing my mind"", ""Deff a negative song but can't deny the flow. IDK. Make it make sense 😂😂😂"", 'Love his music tho❤', 'Look like somebody stud aunt😂', 'Duces wild\nBarcode the Animals', 'https://youtu.be/cz02aKmVFkY?si=Qb1f1bQHeMq6iNKm']"
396,MAHALINI - SIAL ,91104106,251703.0,38340,"Music, Music of Asia, Pop music",244.0,"['Ceritakan kisahmu 💔 dikolom comment! 🥺', 'Paramita, reqst BCL kecewa', '16. ""Karena begitu besar kasih Allah akan dunia ini, sehingga Ia telah mengaruniakan Anak-Nya yang tunggal, supaya setiap orang yang percaya kepada-Nya tidak binasa, melainkan beroleh hidup yang kekal.""\r\n17. ""Sebab Allah mengutus Anak-Nya ke dalam dunia bukan untuk menghakimi dunia, melainkan untuk menyelamatkannya oleh Dia.""\r\nYOHANES 3: 16-17 (Alkitab)\n\n10."" seperti ada tertulis: ""Tidak ada yang benar, seorangpun tidak. ""\r\n23.""Karena semua orang telah berbuat dosa dan telah kehilangan kemuliaan Allah,""\r\nROMA 3: 10+23 (Alkitab)\r\n\r\n8.""Akan tetapi Allah menunjukkan kasih-Nya kepada kita, oleh karena Kristus telah mati untuk kita, ketika kita masih berdosa.""\r\n9.""Lebih-lebih, karena kita sekarang telah dibenarkan oleh darah-Nya, kita pasti akan diselamatkan dari murka Allah.""\r\nROMA 5: 8-9 (Alkitab)\r\n\r\n9.""Sebab jika kamu mengaku dengan mulutmu, bahwa Yesus adalah Tuhan, dan percaya dalam hatimu, bahwa Allah telah membangkitkan Dia dari antara orang mati, maka kamu akan diselamatkan.""\r\n10.""Karena dengan hati orang percaya dan dibenarkan, dan dengan mulut orang mengaku dan diselamatkan.""\r\n13.""Sebab, barangsiapa yang berseru kepada nama Tuhan, akan diselamatkan.""\r\nROMA 10: 9-10+13 (Alkitab)\r\n\r\n8.""Sebab karena kasih karunia kamu diselamatkan oleh iman; itu bukan hasil usahamu, tetapi pemberian Allah,""\r\n9."" itu bukan hasil pekerjaanmu: jangan ada orang yang memegahkan diri.""\r\nEfesus 2: 8-9 (Alkitab)\r\n\r\n""Tuhan tidak lalai menepati janji-Nya, sekalipun ada orang yang menganggapnya sebagai kelalaian, tetapi Ia sabar terhadap kamu, karena Ia menghendaki supaya jangan ada yang binasa, melainkan supaya semua orang berbalik dan bertobat.""\r\n2 Petrus 3: 9 (Alkitab)\r\n\r\n27. ""Dan sama seperti manusia ditetapkan untuk mati hanya satu kali saja, dan sesudah itu dihakimi,""\r\n28. ""demikian pula Kristus hanya satu kali saja mengorbankan diri-Nya untuk menanggung dosa banyak orang. Sesudah itu Ia akan menyatakan diri-Nya sekali lagi tanpa menanggung dosa untuk menganugerahkan keselamatan kepada mereka, yang menantikan Dia.""\r\nIBRANI 9: 27-28 (Alkitab)\r\n\r\n""Tetapi orang-orang penakut, orang-orang yang tidak percaya, orang-orang keji, orang-orang pembunuh, orang-orang sundal, tukang-tukang sihir, penyembah-penyembah berhala dan semua pendusta, mereka akan mendapat bagian mereka di dalam lautan yang menyala-nyala oleh api dan belerang; inilah kematian yang kedua.""\r\nWAHYU 21: 8 (Alkitab)\r\n\r\n1."" Dan sekarang, saudara-saudara, aku mau mengingatkan kamu kepada Injil yang aku beritakan kepadamu dan yang kamu terima, dan yang di dalamnya kamu teguh berdiri. ""\r\n2."" Oleh Injil itu kamu diselamatkan, asal kamu teguh berpegang padanya, seperti yang telah kuberitakan kepadamu--kecuali kalau kamu telah sia-sia saja menjadi percaya.""\r\n3."" Sebab yang sangat penting telah kusampaikan kepadamu, yaitu apa yang telah kuterima sendiri, ialah bahwa Kristus telah mati karena dosa-dosa kita, sesuai dengan Kitab Suci,""\r\n4."" bahwa Ia telah dikuburkan, dan bahwa Ia telah dibangkitkan, pada hari yang ketiga, sesuai dengan Kitab Suci;""\r\n1 KORINTUS 15: 1-4 (Alkitab)\r\n\r\n""Sebab upah dosa ialah maut; tetapi karunia Allah ialah hidup yang kekal dalam Kristus Yesus, Tuhan kita.""\r\nROMA 6: 23 (Alkitab)\r\n\r\nSemoga harimu menyenangkan! ;)', '🎉🎉🎉', 'Happy 91M #Sial', 'Bangke... Emosionalnya dapet banget. GG gila si', 'mencintai tak harus memiliki, tapi aku menyimpanmu di hatiku', 'Kok aku nangis ya, kyk sakit banget gtu', '😢😢😢😢', 'Kalau dengerin lagu ini ke inget dia gimna dia nyakitin saya dengan hutang hutang nya 😢']"
397,NOAH - Yang Terdalam ,90952760,1059859.0,94303,"Music, Pop music",214.0,"['Hai Sahabat,\r\nSelamat menonton video terbaru Kita https://youtu.be/B1ynHmn0XZ4 NOAH - Bintang di Surga, jangan lupa tinggalin jejak dikolom komentar yaa :)', 'Baale love you! ❤', 'Kulepas kopling motor ku jemping ....\nNaek motor RX Kingggg .....\nlalala laaaa ...', 'keren', 'Anying cakep', 'Thanks Melly Mono! ♡', 'Ku kira hanya lagu, tapi ternyata bagian dari kisahku yg pernah ada😢', 'Dilannya milea,,', 'Selasa, 6 Februari 2024 ❤', 'Dalam banget']"
398,Bob Marley &amp; The Wailers - Three Little Birds ,90624179,972321.0,13452,"Music, Reggae",193.0,"['Love this ❤❤❤❤❤', '0̸', 'HAPPY BIRTHDAY BOB, WE MISS YOU', 'Kesini gara2 liat trailer bob marley one love movie', '🎶💞🎶 NZ 2024', 'primary school ones', ""Três Passarinhos\n\nNão se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n\nCantando: Não se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n\nMe levantei esta manhã\nSorri com o sol nascente\nTrês passarinhos\nApareceram à minha porta\nCantando músicas doces\nDe melodias puras e verdadeiras\nDizendo: Esta é a minha mensagem para você\n\nCantando: Não se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n\nCantando: Não se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n\nMe levantei esta manhã\nSorri com o sol nascente\nTrês passarinhos\nApareceram à minha porta\nCantando músicas doces\nDe melodias puras e verdadeiras\nDizendo: Esta é a minha mensagem para você\n\nCantando: Não se preocupe com nada\n(Se preocupar com nada)\nCada pequena coisa vai dar certo\nNão se preocupe!\n\nCantando: Não se preocupe com nada\n(Não vou me preocupar!)\nPorque cada pequena coisa\nVai dar certo\n\nNão se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n(Não vou me preocupar!)\n\nCantando: Não se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n\nCantando: Não se preocupe com nada\nPorque cada pequena coisa\nVai dar certo\n\n\nThree Little Birds\n\nDon't worry about a thing\n'Cause every little thing\nGonna be all right\n\nSinging: Don't worry about a thing\n'Cause every little thing\nGonna be all right\n\nRise up this morning\nSmiled with the rising Sun\nThree little birds\nPitched by my doorstep\nSinging sweet songs\nOf melodies pure and true\nSaying: This is my message to you\n\nSinging: Don't worry about a thing\n'Cause every little thing\nGonna be all right\n\nSinging: Don't worry about a thing\n'Cause every little thing\nGonna be all right\n\nRise up this morning\nSmiled with the rising Sun\nThree little birds\nIt's by my doorstep\nSinging sweet songs\nOf melodies pure and true\nSaying: This is my message to you\n\nSinging: Don't worry about a thing\n(Worry about a thing)\nEvery little thing gonna be all right\n(Don't worry!)\n\nSinging: Don't worry about a thing\n(I won't worry!)\n'Cause every little thing\nGonna be all right\n\nDon't worry about a thing\n'Cause every little thing\nGonna be all right\n(I won't worry!)\n\nSinging: Don't worry about a thing\n'Cause every little thing\nGonna be all right\n\nSinging: Don't worry about a thing\n'Cause every little thing\nGonna be all right!"", ""Money can't buy life"", 'Happy earthstrong day rasta man jah love forever', ""That's true Armando.""]"
399,Bryce Vine - Drew Barrymore [Official Music Video],90474366,496989.0,9930,"Hip hop music, Music, Pop music",193.0,"['Checkout my new song BabyGirl. Out Everywhere. 🎉 https://brycevine.lnk.to/BabyGirl', ""Who's Still listening 2024"", ""Isn't that the dance Jenna Ortega ripped off in the Adam's family?"", '5 years later this shi still fire', ""Running from a show way too important to ignore body to a Clyde the t.v hasn't worked in ages, is my vision hazy, you like Drew Barry still got me asking round for the girl that offer a gift from above, am I hallucinating waiting is a disease making every single moment now the advantage saw coming giving to future plans of providing!"", 'Rosita from TWD makes this song twice as awesome', 'This Rosita!!', 'Ima have to go with SZA’s drew Barrymore im sorry 😂', ""I lost custody so I don't give a what if they think I got luck geeze"", 'The bounce tho']"
400,Dax - &quot;Dear Alcohol&quot; ,90182237,1223310.0,54647,"Hip hop music, Music",238.0,"['Let’s make an impact…This one is very personal to me. Share this with everyone and anyone…you never know who is suffering in silence. Love you all. \n\nNOW on all streaming platforms⬇️:\nhttps://ingrv.es/dear-alcohol-9xi-f', 'use these songs to get through the depressions on the road to success, dont use them to accept that its ok to be down and out', ""Here's to a sober life for you Dax 🧃"", 'i am 2 years sober in may. you have helped me through my rough patch in my addiction to not only alcohol but pills as well i had felt like i had nothing and was just slowly killing myself i had gotten kicked out of school lost my job lost so much and lost myself. i hit rock bottom and overdosed on xanax and i am lucky to be alive. i eventually went to rehab and worked on fixing myself and my life. this song came out around the same time i was going thru this and this song helped me get through my withdrawals and battle with addiction and staying sober. i am now almost 2 years sober and i am coming back to this song and staying forever grateful. thank you for going out of your way to show your struggles and help other people to show it’s okay to struggle but it’s not okay to give up. i love you Dax thank you brother ❤️', 'Super 🎶👏', '😍', '2024 still here😭', 'Music for the people', 'Much love ❤', ""I just lost my dog. Alcohol is what is what's helping me so I can don't have to feel anything. My dog meant everything. He was my child. 💔❤️\u200d🩹""]"
401,Olivia Rodrigo - vampire ,89696231,1897243.0,74479,"Music, Pop music",245.0,"['I dont get why there was a hype', 'She gives Kelly Clarkson at her prime vibes😍', '❤❤❤❤❤❤❤❤❤', 'https://youtu.be/hzHnAQvZX6I?si=-5S64kUmjl6w85B8\nOlivia Rodrigo new', 'Still doesn’t make sense why she didn’t win a Grammy for this song 🤷🏽\u200d♂️.', 'I literally live for this song', '2:48 The jam loop', 'Much love from Israel 🇮🇱🇮🇱🇮🇱', 'Olivia R. Is awesome. 😎😎😎', 'You ok girl it hurts']"
402,Mason Ramsey - Twang [Official Music Video],89197211,400976.0,24235,"Country music, Music, Pop music",204.0,"['Twang is a sad 😢😭 Music', 'I remember when this was me and my brothers favorite song bro, the memories😭', 'but he has a nice voice', 'why is he trying to date like a freshmen year girl like wtf!', '2:21 Dang, the principal just casually left Mason to die in a fire when he heard the alarm', 'I didn’t know I can get famous for yodeling at walmart', 'No hate but it’s really good and made me laugh a little 😂😂', 'Who ever is watch this in 2024 like', 'Who is better singing than y’all?😮', 'Kiss 💋💋💋💋💋']"
403,Future - WAIT FOR U ,86813945,854238.0,25568,"Hip hop music, Music",239.0,"['Wait...', 'future when are you droping new album? coz i thought last year you will drop somthing hot\n but plz ths year do it for us', 'This is a hit, video is 🔥 📛 👨\u200d🚒 This bitch hits so hard!!  🙏 🤲 🕍 🕌 ⛪️ 🛕', 'Future is fucking useless on this song. Get Tems!', 'Saludos de Miguel Antonio', '❤❤❤', 'Everything was so good when this song came out', 'This song hit right in the soul every time\r\nHe has become a prominent figure in the community thanks to *AuthenticViews Dawt Cawm*', 'It is a good sonnh', ""Now's the end of us forever""]"
404,Nelly Furtado - Turn Off The Light ,85504693,420781.0,12948,"Music, Music of Latin America, Pop music",240.0,"['Young Nelly fans? 👇', '2024', 'Hermosas. Musica. 2024. Perú. Lima', 'Lukrijs en keene\n\nBut when will it\n\nHurt i blamed ket\n\nEnigste baas\n\nOnt dg cai dg khi\n\nKet human plato\n\nGa~', '@  ▷\tNelly Furtado\r\n🎶▷\tTurn Off The Lights [regular vr.]\r\n💿▷\tWhoa, Nelly!\r\n📅▷\t2001\r\n🎬︎▷\tSophie Muller', 'Still a hit in 2024 🎉', 'Timeless piece🎉🎉\n14plus years later still jammin👊🏿👊🏿✌️', 'Yo a los 7 diciendo: bañándose en chocolate 😆😆😆😆😆😆💗💗💗💗💗💗💗', 'So energetic 🔝🔝', 'Amo esta canción 2024']"
405,Ben&amp;Ben - Pagtingin | Official Music Video,84156127,356665.0,17383,"Music, Pop music, Rock music",303.0,"['hello! we have a new song for you out now. it\'s called ""Magpahinga"". https://youtu.be/R4GJo2pZqWc', 'Still the best song for me. ❤', 'Nag confess ako tuloy pero di nakami nag uusap', ""aminin ang mga lihim sana di mabago pagtingin, I'm here to admit that I lost hahahaha"", 'wow', 'The love could have been, but never had.', 'nice', 'sana lang di magbago yung pagtingin nya kahit umamin ako sa kanya😅', 'After hearing this pinaplano kong umamin na sakanya pero dko kaya ksi bka d na kmi tuluyan magusap sa chat nga bihira lng e kung dpa kmi maguusap about sa mga kotse sa mga carshow hys sana maisipan nyang gusto ko sya😞', 'that moment when listening to this still makes you feel the same way you felt when you first heard it, nakaka 4ever hopeless romantic eh hahahahaha']"
406,Jaymes Young - Happiest Year [Official Music Video],83582162,877435.0,10222,"Music, Pop music",278.0,"['Sooo gay', 'Thank you for the happiest year of my life', 'if we were lakes•Thank you for the happiest year of my life', 'The girlfriend in this looks like a taller version of my art teacher', ""This comment may not relate to this song, but want to say if anyone happens to come upon this comment while just looking thro the comments, to find a ray of hope. life is hard and sometimes you need to be lifted up. If you are having suicidal, I care don't give up, you look amazing today/night, if you self-harm please put down what you are using tn ik its hard, but I don't what to see the pain in your eyes anymore especially tn, go take a shower watch your favorite show be around someone you love and care about read a book but don't harm pls. If your just sad lift up your head tm is gonna be better. ik this may sound like some generic sh*t but ik how it feels to need someone to just say stop and give a second to yourself to care and love every bit of yourself. \r\n\r\n\r\nIf you want some help with reasons to not die, today think of it like this for every 5 reasons you want to die think of 10 reasons you want to stay, if you think of ten reasons to die think of 20 reasons to stay and at this point you will have more reasons to stay then die, which means you have something to live for. They may not seem to be best reasons, but they are the best to you, even if it's just the fact that you get to eat your favorite meal again or see your younger sibling smile (if you don't have siblings then anyone important to you), you get to finish reading your favorite book (if you haven't already) or favorite show.\r\n\r\n\r\nHave a safe day/night/life, I care and wish you the best in your life to achieve your biggest and wildest dreams. now get some rest if its night for you if its day have a good rest of your day. sending lots of luvs and hugs...popcorn-yellow-striped-smile🥰😍virtual Hug"", 'Angel', 'L', 'beautiful song', '😡😡😡😡😡😡', 'This song  wants to make me cry']"
407,Tracy Chapman - Fast Car ,83579548,766224.0,24466,"Music, Pop music, Rock music",267.0,"['This is always on my Playlist since then 🥰', 'Love this song!! I also love Luka by Suzanne Vega!', 'Came here to enjoy this song Taylor swift free 😒\nChapman at the Grammy was her moment and the parasite had to stand up to dance to get the camera on her like she does with every other artist. \nChapman deserves her moment', 'Sitting in my dark room crying cause i feel my heart falling apart. And i cant keep the pieces together. And this song sheds light on this darkness.', 'So Wonderful', '❤❤❤❤temps année apres je trouve qu elle le mérite de ces débuts une femme manifik', ""the feelings this song evoked even when i was a kid, i didn't even know what i was feelin but it was deep. Happy new generations get to hear great music and fall in love with it."", 'Such a timeless song. Tracy Chapman’s songs are timeless', ""Came back to listen to this masterpiece since it was released in 1988. I'm glad the newer generations get to hear this genius of a masterpiece song❤"", 'Here in 2024. Timeless music.']"
408,Blaiz Fayah &amp; Tribal Kush - Bad ,82336305,680951.0,3937,"Hip hop music, Music, Music of Latin America, Pop music, Reggae",158.0,"['*BLAIZ FAYAH & TRIBAL KUSH BACK WITH A NEW DANCEHALL ANTHEM! FIRE EMOJIS IN THE COMMENT🔥🔥🔥*', '.', '🥴Duro contra el mundo', '🇧🇩🇧🇩', '😮😅', 'I freaking love this song.....❤️🥵', 'cool\n\n', 'Too lit', 'Sherehe🎉🎉🎉🎉', '❤❤❤❤😊']"
